label,text
smishing,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090033 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
ham,"Sorry, I'll call later ..In meeting."
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277.
smishing,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays...Gud mrng"
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
smishing,"Todays Vodafone numbers ending 5347 are selected to receive a Rs.2,00,000 award. If you have a match please call 6299257179 quoting claim code 2041 standard rates apply"
ham,Hi my email address has changed now it is
ham,I've told him that i've returned it. That should i re order it.
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days Helpline 08706091795
ham,I got your back! Do you have any dislikes in bed?
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
ham,I was slept that time.you there?
ham,That's cause your old. I live to be high.
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,R u over scratching it?
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
ham,"Mostly sports type..lyk footbl,crckt.."
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
smishing,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,From tomorrow onwards eve 6 to 3 work.
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
smishing,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7908807538 to claim"
ham,Nan sonathaya soladha. Why boss?
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,Aiyar sorry lor forgot 2 tell u...
ham,"Sorry pa, i dont knw who ru pa?"
spam,Adult 18 Content Your video will be with you shortly
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
smishing,"Please call our customer service representative on 6299257179 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000 FL1PKART TEAM"
ham,Ya very nice. . .be ready on thursday
ham,"Hmm well, night night"
ham,"So check your errors and if you had difficulties, do correction."
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,Am also doing in cbe only. But have to pay.
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
smishing,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,I want to go to perumbavoor
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,meet you in corporation st outside gap … you can see how my mind is working!
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
smishing,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6299257179
smishing,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
ham,I havent add ü yet right..
ham,Its a part of checking IQ�.just did that for fun..
ham,In e msg jus now. U said thanks for gift.
ham,She's borderline but yeah whatever.
ham,"I HAVE A DATE ON SUNDAY WITH WILL, Hope U understand!!"
ham,Will be out of class in a few hours. Sorry
ham,"Gosh that , what a pain. Spose I better come then."
ham,U sure u can't take any sick time?
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
smishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7908807538 Now!"
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,No..few hours before.went to hair cut .
ham,Well. You know what i mean. Texting
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,Nice.nice.how is it working? Tell me once u r done�
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,"Sorry my roommates took forever, it ok if I come by now?"
spam,"Win the newest Harry Potter and the Order of the Phoenix . reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,Yes.. now only saw your message..
ham,Gud ni8.swt drms.take care
ham,My computer just fried the only essential part we don't keep spares of because my idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
ham,No:-)i got rumour that you going to buy apartment in Mumbai�
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
smishing,Rate Revsng soon.Xperience Beachside Living.Supertch Holiday Village.Xpandabl Villas at Yamuna XprswaySize 1575/2200 sf@27 lac onwrdsCall: 9999060692
smishing,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6200992462 to claim"
smishing,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
smishing,"Hi Steven Malone, We have identified some unusual activity on your account. Log in via the secure ink to avoid account suspension http:l/natwestauth.xyz"
ham,Come by our room at some point so we can iron out the plan for this weekend
smishing,A transaction of AUD 590.3 was made with your bank account on 08/02/17 11:17:37 if unauthorised follow this link http://gommbanklogin:netbank.com
ham,Are you still getting the goods.
ham,have * good weekend.
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,S.i'm watching it in live..
ham,What time do u get out?
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,Lol no. Just trying to make your day a little more interesting
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,Honeybee Said: *I'm d Sweetest in d World* God Said: U Havnt Met d Person Reading This Msg
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201
ham,K...k...when will you give treat?
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,Eatin my lunch...
ham,Jos ask if u wana meet up?
ham,Waiting for your call.
smishing,"Your Number has won 365,000 pounds and two mobile phones in the ongoing COCACOLA/UK PROMO. Contact MR. Billy: cocacolaclaimsoffice@yahoo.com +447014233755"
ham,Do I? I thought I put it back in the box
ham,Our Prasanth ettans mother passed away last night. Just pray for her soul�
ham,Erm. I thought the contract ran out the4th of october.
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,I dont thnk its a wrong calling between us..hope u understand
ham,what number do u live at? Is it 11?
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,"Not really dude, have no friends i'm afraid :("
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,I'm job profile seems like bpo..
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
smishing,"WINNER!7827156256 is chosen for $2500 CASH prize, call+38977148576 now"
ham,Thanks. Fills me with complete calm and reassurance!
spam,You have an important customer service announcement from PREMIER.
