text,label,is_augmented,source,augmentation_type
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,phishing,False,mendeley_original,original
Congratulations! You've been selected for a FREE month of Apple Music! Reply YES to activate your trial and enjoy unlimited streaming. Don't miss out!,phishing,True,gpt_augmented,rewrite
URGENT NOTICE: Congratulations! You have been selected as a winner in our recent draw for an £800 prize. Please call 09050000460 from a landline to claim your reward. Reference Code: J89. Act now!,phishing,True,gpt_augmented,enhance
As if i wasn't having enough trouble sleeping.,ham,False,mendeley_ham,original
It only does simple arithmetic not percentages.,ham,False,mendeley_ham,original
"Not for possession, especially not first offense",ham,False,mendeley_ham,original
"Important! Call 08001234567 now from a landline. You've won an exclusive trip to Bali or £15,000! Reply ASAP for details. T&Cs apply. 18+",phishing,True,gpt_augmented,rephrase
When should I come over?,ham,False,mendeley_ham,original
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham,False,mendeley_ham,original
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209467 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",phishing,False,mendeley_original,original
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,ham,False,mendeley_ham,original
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,phishing,False,mendeley_original,original
Congratulations! You have unlocked a limited-time offer of £150 in discount vouchers! Respond with YES to 85023 to claim your reward today. Terms apply.,phishing,True,gpt_augmented,enhance
ALERT! You have been selected as a lucky winner! Claim your £1000 cash prize from last week's lottery. Call us now at 08001234567. Code: ZY89. Act fast!,phishing,True,gpt_augmented,rephrase
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham,False,mendeley_ham,original
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407166 (18+) 2 stop getstop on 88333 PHP,phishing,False,mendeley_original,original
"Congratulations! Your mobile number ending in 5678 has won a cash prize of ₹2,00,000 from Airtel. To claim, call 9876543210 and provide your code: 1234. Charges apply.",phishing,True,gpt_augmented,rephrase
"Night night, see you tomorrow",ham,False,mendeley_ham,original
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,phishing,False,mendeley_original,original
How dare you change my ring,ham,False,mendeley_ham,original
"Congratulations! Your number ending in 3982 has been randomly selected for a $400 gift. To claim your prize, call 08001234567 and provide code 5678. Standard charges apply.",phishing,True,gpt_augmented,rephrase
"Dear PAYTM User, your KYC verification is overdue. Please contact our customer support at 6299-257-179 to avoid account suspension within 24 hours. Thank you, PAYTM Support Team.",phishing,True,gpt_augmented,enhance
"Your iPhone ID is due to expire today, Please tap https://is.gd/AppVerify to update and prevent loss of services and Apps.",phishing,False,mendeley_original,original
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",ham,False,mendeley_ham,original
"Congratulations! You've been randomly selected as a top member of the XYZ Network! Claim your £800 cash prize now! Call 08001234567 with code ABC123. Hurry, offer ends soon!",phishing,True,gpt_augmented,rephrase
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,ham,False,mendeley_ham,original
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 .  Help08718728876",phishing,False,mendeley_original,original
ALERT! Your Netflix account has been compromised. Verify your details immediately to avoid suspension. Click here: netflix-secure.com/verify now!,phishing,True,gpt_augmented,rewrite
"Congratulations! Your mobile number has been selected for a prize of ₹2,00,000. To claim, please contact us at 7679046492 within the next 12 hours. Act now!",phishing,True,gpt_augmented,enhance
Yunny... I'm goin to be late,ham,False,mendeley_ham,original
You have a missed call notification. Important numbers reached out but didn’t leave a message. Call back at 08001234567 to check your alerts.,phishing,True,gpt_augmented,rephrase
tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,phishing,False,mendeley_original,original
"Congratulations! You’ve won a FREE Smartwatch! To claim your prize, text WIN to 12345 now! Need help? Call us at 0800-555-0199. Opt-out? Reply STOP.",phishing,True,gpt_augmented,rephrase
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham,False,mendeley_ham,original
Welcome to Paytm payment bank your re verification done successful in your wallet get 1205 cashback click in link and login your paytm http://7e4d6417.ngrok.io/paytm,phishing,False,mendeley_original,original
"I've got  &lt;#&gt; , any way I could pick up?",ham,False,mendeley_ham,original
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham,False,mendeley_ham,original
CONGRATULATIONS! You've won a holiday to Bali or £5000! Call 0800-123-4567 now to claim your prize. Msg&Data rates may apply. T&Cs apply.,phishing,True,gpt_augmented,rephrase
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,ham,False,mendeley_ham,original
"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.7,00,000 Bonus Prize, call 8927307655",phishing,False,mendeley_original,original
I dont. Can you send it to me. Plus how's mode.,ham,False,mendeley_ham,original
U have WoN £100 of  Gift Vouchers week starting NOW  call now 08718738034,phishing,False,mendeley_original,original
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",phishing,False,mendeley_original,original
He is world famamus....,ham,False,mendeley_ham,original
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",phishing,False,mendeley_original,original
Todays Vodafone numbers ending with 4865 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,phishing,False,mendeley_original,original
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham,False,mendeley_ham,original
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702894,phishing,False,mendeley_original,original
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,ham,False,mendeley_ham,original
"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer care 08167340838 for help.",phishing,False,mendeley_original,original
I'm at home. Please call when u wll be free�,ham,False,mendeley_ham,original
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Cust care 07821230901,phishing,False,mendeley_original,original
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 6299257179,phishing,False,mendeley_original,original
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri.",ham,False,mendeley_ham,original
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham,False,mendeley_ham,original
Congratulations! You've been selected by Wave Radio to win a £5000 cash prize in our Spring Giveaway! Call us at 08001234567 by 30/03/05 to claim your reward!,phishing,True,gpt_augmented,rephrase
You have 1 new message. Please call 08712400200.,phishing,False,mendeley_original,original
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,phishing,False,mendeley_original,original
"You have won ?2,000 cash or a ?5,000 prize! To claim, call09050000337",phishing,False,mendeley_original,original
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6200992462,phishing,False,mendeley_original,original
Dear got train and seat mine lower seat,ham,False,mendeley_ham,original
Important! Your bank account requires immediate verification. Click this link to secure your funds: www.verify-account-urgent.com,phishing,True,gpt_augmented,rewrite
Here got lots of hair dresser fr china.,ham,False,mendeley_ham,original
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,phishing,False,mendeley_original,original
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,phishing,False,mendeley_original,original
"Congratulations! Your mobile number ending in 1225 has won a £50 voucher from O2! To claim, call 0800 123 4567 and use code WIN2023. Hurry!",phishing,True,gpt_augmented,rephrase
You are a winner U have been specially selected 2 receive £1000 cash  speak to a live operator 2 claim 0871277810810,phishing,False,mendeley_original,original
